"No.","Time","Source","Destination","Protocol","Length","Info"
"202","2.125651","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=124050 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"203","2.125651","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=125510 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"204","2.125651","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=126970 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"205","2.125792","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=128430 Win=262656 Len=0"
"206","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=128430 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"207","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=129890 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"208","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=131350 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"209","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=132810 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"210","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=134270 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"211","2.126179","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data, Application Data"
"212","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=137190 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"213","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=138650 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"214","2.126179","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=140110 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"215","2.126335","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=141570 Win=262656 Len=0"
"216","2.130324","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=141570 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"217","2.130324","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=143030 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"218","2.130324","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=144490 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"219","2.130324","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=145950 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"220","2.130479","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=147410 Win=262656 Len=0"
"221","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=147410 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"222","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=148870 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"223","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=150330 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"224","2.133640","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"225","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=153250 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"226","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=154710 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"227","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=156170 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"228","2.133640","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=157630 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"229","2.133812","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=159090 Win=262656 Len=0"
"230","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=159090 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"231","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=160550 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"232","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=162010 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"233","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=163470 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"234","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=164930 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"235","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=166390 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"236","2.139884","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"237","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=169310 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"238","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=170770 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"239","2.139884","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=172230 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"240","2.140042","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=173690 Win=262656 Len=0"
"241","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=173690 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"242","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=175150 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"243","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=176610 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"244","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=178070 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"245","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=179530 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"246","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=180990 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"247","2.145475","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=182450 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"248","2.145475","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"249","2.145723","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=185370 Win=262656 Len=0"
"250","2.146807","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=185370 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"251","2.146807","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=186830 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"252","2.146807","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=188290 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"253","2.146807","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=189750 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"254","2.146807","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=191210 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"255","2.146924","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4159 Ack=192670 Win=262656 Len=0"
"256","2.148651","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"257","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=192670 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"258","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=194130 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"259","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=195590 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"260","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=197050 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"261","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=198510 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"262","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=199970 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"263","2.151102","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data, Application Data"
"264","2.151102","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=202890 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"265","2.151243","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4194 Ack=204350 Win=262656 Len=0"
"266","2.151688","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"267","2.151881","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"268","2.151941","192.168.1.107","taurinus.sui-inter.net","TLSv1.3","89","Application Data"
"269","2.152637","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=204350 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"270","2.152637","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=205810 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"271","2.152637","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=207270 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"272","2.152704","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4299 Ack=208730 Win=262656 Len=0"
"273","2.153174","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=208730 Ack=4159 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"274","2.153223","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4299 Ack=210190 Win=262656 Len=0"
"275","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=210190 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"276","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=211650 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"277","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=213110 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"278","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=214570 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"279","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=216030 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"280","2.157437","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"281","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=218950 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"282","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=220410 Ack=4194 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"283","2.157437","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=221870 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"284","2.157604","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4299 Ack=223330 Win=262656 Len=0"
"285","2.158367","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=223330 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"286","2.158367","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=224790 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"287","2.158367","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=226250 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"288","2.158445","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4299 Ack=227710 Win=262656 Len=0"
"289","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=227710 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"290","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=229170 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"291","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=230630 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"292","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=232090 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"293","2.163121","taurinus.sui-inter.net","192.168.1.107","TLSv1.3","1514","Application Data"
"294","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=235010 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"295","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=236470 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"296","2.163121","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=237930 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"297","2.163234","192.168.1.107","taurinus.sui-inter.net","TCP","54","57174  >  443 [ACK] Seq=4299 Ack=239390 Win=262656 Len=0"
"298","2.164753","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=239390 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
"299","2.164753","taurinus.sui-inter.net","192.168.1.107","TCP","1514","443  >  57174 [ACK] Seq=240850 Ack=4299 Win=39808 Len=1460 [TCP segment of a reassembled PDU]"
